Training Start, luck bless me, plz!
{
    "output_model": "varmisuse",
Runing epoch 137 (training), batch 114 (has 64 graphs). Loss so far: 0.4501
Runing epoch 137 (training), batch 115 (has 64 graphs). Loss so far: 0.4470
Runing epoch 137 (training), batch 116 (has 64 graphs). Loss so far: 0.4442
Runing epoch 137 (training), batch 117 (has 64 graphs). Loss so far: 0.4404
Runing epoch 137 (training), batch 118 (has 64 graphs). Loss so far: 0.4367
Runing epoch 137 (training), batch 119 (has 64 graphs). Loss so far: 0.4351
Runing epoch 137 (training), batch 120 (has 64 graphs). Loss so far: 0.4315
Runing epoch 137 (training), batch 121 (has 64 graphs). Loss so far: 0.4294
Runing epoch 137 (training), batch 122 (has 64 graphs). Loss so far: 0.4271
Runing epoch 137 (training), batch 123 (has 64 graphs). Loss so far: 0.4237
Runing epoch 137 (training), batch 124 (has 64 graphs). Loss so far: 0.4235
Runing epoch 137 (training), batch 125 (has 64 graphs). Loss so far: 0.4211
Runing epoch 137 (training), batch 126 (has 64 graphs). Loss so far: 0.4234
Runing epoch 137 (training), batch 127 (has 64 graphs). Loss so far: 0.4206
Runing epoch 137 (training), batch 128 (has 64 graphs). Loss so far: 0.4196
Runing epoch 137 (training), batch 129 (has 64 graphs). Loss so far: 0.4164
Runing epoch 137 (training), batch 130 (has 64 graphs). Loss so far: 0.4132
Runing epoch 137 (training), batch 131 (has 64 graphs). Loss so far: 0.4102
Runing epoch 137 (training), batch 132 (has 64 graphs). Loss so far: 0.4567
Runing epoch 137 (training), batch 133 (has 64 graphs). Loss so far: 0.4575
Runing epoch 137 (training), batch 134 (has 64 graphs). Loss so far: 0.4651
Runing epoch 137 (training), batch 135 (has 64 graphs). Loss so far: 0.4623
Runing epoch 137 (training), batch 136 (has 64 graphs). Loss so far: 0.4589
Runing epoch 137 (training), batch 137 (has 64 graphs). Loss so far: 0.4556
Runing epoch 137 (training), batch 138 (has 64 graphs). Loss so far: 0.4666
Runing epoch 137 (training), batch 139 (has 64 graphs). Loss so far: 0.4660
Runing epoch 137 (training), batch 140 (has 64 graphs). Loss so far: 0.4626
Runing epoch 137 (training), batch 141 (has 64 graphs). Loss so far: 0.4686
Runing epoch 137 (training), batch 142 (has 64 graphs). Loss so far: 0.4654
Runing epoch 137 (training), batch 143 (has 64 graphs). Loss so far: 0.4680
Runing epoch 137 (training), batch 144 (has 64 graphs). Loss so far: 0.4652
Runing epoch 137 (training), batch 145 (has 64 graphs). Loss so far: 0.4624
Runing epoch 137 (training), batch 146 (has 64 graphs). Loss so far: 0.4635
Runing epoch 137 (training), batch 147 (has 64 graphs). Loss so far: 0.4643
Runing epoch 137 (training), batch 148 (has 64 graphs). Loss so far: 0.4749
Runing epoch 137 (training), batch 149 (has 64 graphs). Loss so far: 0.4742
Runing epoch 137 (training), batch 150 (has 64 graphs). Loss so far: 0.4785
Runing epoch 137 (training), batch 151 (has 64 graphs). Loss so far: 0.4777
Runing epoch 137 (training), batch 152 (has 64 graphs). Loss so far: 0.4772
Runing epoch 137 (training), batch 153 (has 42 graphs). Loss so far: 0.4808

[K Train: loss: 0.48076 || Top1 0.818 Top2 0.970 Top3 0.994 Top4 0.998 Top5 1.000 || graphs/sec: 26.52 | nodes/sec: 1326 | graphs: 9770 | nodes: 488500 | lr: 0.001000
Runing epoch 137 (validation), batch 1 (has 64 graphs). Loss so far: 0.6983
Runing epoch 137 (validation), batch 2 (has 64 graphs). Loss so far: 0.9136
Runing epoch 137 (validation), batch 3 (has 64 graphs). Loss so far: 0.6187
Runing epoch 137 (validation), batch 4 (has 64 graphs). Loss so far: 0.4832
Runing epoch 137 (validation), batch 5 (has 64 graphs). Loss so far: 0.3866
Runing epoch 137 (validation), batch 6 (has 64 graphs). Loss so far: 0.3253
Runing epoch 137 (validation), batch 7 (has 64 graphs). Loss so far: 0.2819
Runing epoch 137 (validation), batch 8 (has 64 graphs). Loss so far: 0.2810
Runing epoch 137 (validation), batch 9 (has 64 graphs). Loss so far: 0.2551
Runing epoch 137 (validation), batch 10 (has 64 graphs). Loss so far: 0.2302
Runing epoch 137 (validation), batch 11 (has 64 graphs). Loss so far: 0.2146
Runing epoch 137 (validation), batch 12 (has 64 graphs). Loss so far: 0.2703
Runing epoch 137 (validation), batch 13 (has 64 graphs). Loss so far: 0.2496
Runing epoch 137 (validation), batch 14 (has 64 graphs). Loss so far: 0.2538
Runing epoch 137 (validation), batch 15 (has 64 graphs). Loss so far: 0.2369
Runing epoch 137 (validation), batch 16 (has 64 graphs). Loss so far: 0.2562
Runing epoch 137 (validation), batch 17 (has 64 graphs). Loss so far: 0.2803
Runing epoch 137 (validation), batch 18 (has 64 graphs). Loss so far: 0.2648
Runing epoch 137 (validation), batch 19 (has 64 graphs). Loss so far: 0.2782
Runing epoch 137 (validation), batch 20 (has 64 graphs). Loss so far: 0.2794
Runing epoch 137 (validation), batch 21 (has 64 graphs). Loss so far: 0.2909
Runing epoch 137 (validation), batch 22 (has 64 graphs). Loss so far: 0.3350
Runing epoch 137 (validation), batch 23 (has 64 graphs). Loss so far: 0.3567
Runing epoch 137 (validation), batch 24 (has 64 graphs). Loss so far: 0.3423
Runing epoch 137 (validation), batch 25 (has 64 graphs). Loss so far: 0.3620
Runing epoch 137 (validation), batch 26 (has 64 graphs). Loss so far: 0.3481
Runing epoch 137 (validation), batch 27 (has 64 graphs). Loss so far: 0.3540
Runing epoch 137 (validation), batch 28 (has 64 graphs). Loss so far: 0.3426
Runing epoch 137 (validation), batch 29 (has 64 graphs). Loss so far: 0.3605
Runing epoch 137 (validation), batch 30 (has 64 graphs). Loss so far: 0.3781
Runing epoch 137 (validation), batch 31 (has 64 graphs). Loss so far: 0.4086
Runing epoch 137 (validation), batch 32 (has 64 graphs). Loss so far: 0.4411
Runing epoch 137 (validation), batch 33 (has 64 graphs). Loss so far: 0.4292
Runing epoch 137 (validation), batch 34 (has 64 graphs). Loss so far: 0.4415
Runing epoch 137 (validation), batch 35 (has 64 graphs). Loss so far: 0.4515
Runing epoch 137 (validation), batch 36 (has 64 graphs). Loss so far: 0.4400
Runing epoch 137 (validation), batch 37 (has 64 graphs). Loss so far: 0.4404
Runing epoch 137 (validation), batch 38 (has 64 graphs). Loss so far: 0.4356
Runing epoch 137 (validation), batch 39 (has 64 graphs). Loss so far: 0.4444
Runing epoch 137 (validation), batch 40 (has 64 graphs). Loss so far: 0.4354
Runing epoch 137 (validation), batch 41 (has 64 graphs). Loss so far: 0.4338
Runing epoch 137 (validation), batch 42 (has 64 graphs). Loss so far: 0.4330
Runing epoch 137 (validation), batch 43 (has 64 graphs). Loss so far: 0.4546
Runing epoch 137 (validation), batch 44 (has 64 graphs). Loss so far: 0.4714
Runing epoch 137 (validation), batch 45 (has 64 graphs). Loss so far: 0.4841
Runing epoch 137 (validation), batch 46 (has 64 graphs). Loss so far: 0.4922
Runing epoch 137 (validation), batch 47 (has 64 graphs). Loss so far: 0.5093
Runing epoch 137 (validation), batch 48 (has 64 graphs). Loss so far: 0.5070
Runing epoch 137 (validation), batch 49 (has 64 graphs). Loss so far: 0.5143
Runing epoch 137 (validation), batch 50 (has 64 graphs). Loss so far: 0.5230
Runing epoch 137 (validation), batch 51 (has 64 graphs). Loss so far: 0.5127
Runing epoch 137 (validation), batch 52 (has 64 graphs). Loss so far: 0.5316
Runing epoch 137 (validation), batch 53 (has 64 graphs). Loss so far: 0.5350
Runing epoch 137 (validation), batch 54 (has 64 graphs). Loss so far: 0.5350
Runing epoch 137 (validation), batch 55 (has 64 graphs). Loss so far: 0.5358
Runing epoch 137 (validation), batch 56 (has 64 graphs). Loss so far: 0.5362
Runing epoch 137 (validation), batch 57 (has 64 graphs). Loss so far: 0.5277
Runing epoch 137 (validation), batch 58 (has 64 graphs). Loss so far: 0.5287
Runing epoch 137 (validation), batch 59 (has 64 graphs). Loss so far: 0.5198
Runing epoch 137 (validation), batch 60 (has 64 graphs). Loss so far: 0.5123
Runing epoch 137 (validation), batch 61 (has 64 graphs). Loss so far: 0.5049
Runing epoch 137 (validation), batch 62 (has 64 graphs). Loss so far: 0.5077
Runing epoch 137 (validation), batch 63 (has 64 graphs). Loss so far: 0.5048
Runing epoch 137 (validation), batch 64 (has 64 graphs). Loss so far: 0.5113
Runing epoch 137 (validation), batch 65 (has 64 graphs). Loss so far: 0.5069
Runing epoch 137 (validation), batch 66 (has 64 graphs). Loss so far: 0.4992
Runing epoch 137 (validation), batch 67 (has 61 graphs). Loss so far: 0.4917

[K valid: loss: 0.49174 || Top1 0.727 Top2 0.946 Top3 0.985 Top4 1.000 Top5 1.000 || graphs/sec: 59.45 | nodes/sec: 2972 | graphs: 4285 | nodes: 214250 | lr: 0.001000
== Epoch 138
Runing epoch 138 (training), batch 1 (has 64 graphs). Loss so far: 0.6647
Runing epoch 138 (training), batch 2 (has 64 graphs). Loss so far: 0.6182
Runing epoch 138 (training), batch 3 (has 64 graphs). Loss so far: 0.4121
Runing epoch 138 (training), batch 4 (has 64 graphs). Loss so far: 0.3091
Runing epoch 138 (training), batch 5 (has 64 graphs). Loss so far: 0.2881
Runing epoch 138 (training), batch 6 (has 64 graphs). Loss so far: 0.3528
Runing epoch 138 (training), batch 7 (has 64 graphs). Loss so far: 0.3391
Runing epoch 138 (training), batch 8 (has 64 graphs). Loss so far: 0.2968
Runing epoch 138 (training), batch 9 (has 64 graphs). Loss so far: 0.2764
Runing epoch 138 (training), batch 10 (has 64 graphs). Loss so far: 0.3167
Runing epoch 138 (training), batch 11 (has 64 graphs). Loss so far: 0.3714
Runing epoch 138 (training), batch 12 (has 64 graphs). Loss so far: 0.3720
Runing epoch 138 (training), batch 13 (has 64 graphs). Loss so far: 0.3491
Runing epoch 138 (training), batch 14 (has 64 graphs). Loss so far: 0.3904
Runing epoch 138 (training), batch 15 (has 64 graphs). Loss so far: 0.3685
Runing epoch 138 (training), batch 16 (has 64 graphs). Loss so far: 0.3458
Runing epoch 138 (training), batch 17 (has 64 graphs). Loss so far: 0.3576
Runing epoch 138 (training), batch 18 (has 64 graphs). Loss so far: 0.3639
Runing epoch 138 (training), batch 19 (has 64 graphs). Loss so far: 0.3447
Runing epoch 138 (training), batch 20 (has 64 graphs). Loss so far: 0.3355
Runing epoch 138 (training), batch 21 (has 64 graphs). Loss so far: 0.3315
Runing epoch 138 (training), batch 22 (has 64 graphs). Loss so far: 0.3226
Runing epoch 138 (training), batch 23 (has 64 graphs). Loss so far: 0.3387
Runing epoch 138 (training), batch 24 (has 64 graphs). Loss so far: 0.3620
Runing epoch 138 (training), batch 25 (has 64 graphs). Loss so far: 0.3484
Runing epoch 138 (training), batch 26 (has 64 graphs). Loss so far: 0.3829
Runing epoch 138 (training), batch 27 (has 64 graphs). Loss so far: 0.3688
Runing epoch 138 (training), batch 28 (has 64 graphs). Loss so far: 0.3673
Runing epoch 138 (training), batch 29 (has 64 graphs). Loss so far: 0.3554
Runing epoch 138 (training), batch 30 (has 64 graphs). Loss so far: 0.3457
Runing epoch 138 (training), batch 31 (has 64 graphs). Loss so far: 0.3463
Runing epoch 138 (training), batch 32 (has 64 graphs). Loss so far: 0.3616
Runing epoch 138 (training), batch 33 (has 64 graphs). Loss so far: 0.3524
Runing epoch 138 (training), batch 34 (has 64 graphs). Loss so far: 0.3445
Runing epoch 138 (training), batch 35 (has 64 graphs). Loss so far: 0.3381
Runing epoch 138 (training), batch 36 (has 64 graphs). Loss so far: 0.3464
Runing epoch 138 (training), batch 37 (has 64 graphs). Loss so far: 0.3433
Runing epoch 138 (training), batch 38 (has 64 graphs). Loss so far: 0.3452
Runing epoch 138 (training), batch 39 (has 64 graphs). Loss so far: 0.3773
Runing epoch 138 (training), batch 40 (has 64 graphs). Loss so far: 0.3697
Runing epoch 138 (training), batch 41 (has 64 graphs). Loss so far: 0.3732
Runing epoch 138 (training), batch 42 (has 64 graphs). Loss so far: 0.3811
Runing epoch 138 (training), batch 43 (has 64 graphs). Loss so far: 0.3746
Runing epoch 138 (training), batch 44 (has 64 graphs). Loss so far: 0.3661
Runing epoch 138 (training), batch 45 (has 64 graphs). Loss so far: 0.3637
Runing epoch 138 (training), batch 46 (has 64 graphs). Loss so far: 0.3560
Runing epoch 138 (training), batch 47 (has 64 graphs). Loss so far: 0.3500
Runing epoch 138 (training), batch 48 (has 64 graphs). Loss so far: 0.3817
Runing epoch 138 (training), batch 49 (has 64 graphs). Loss so far: 0.3739
Runing epoch 138 (training), batch 50 (has 64 graphs). Loss so far: 0.3693
Runing epoch 138 (training), batch 51 (has 64 graphs). Loss so far: 0.3861
Runing epoch 138 (training), batch 52 (has 64 graphs). Loss so far: 0.3893
Runing epoch 138 (training), batch 53 (has 64 graphs). Loss so far: 0.4008
Runing epoch 138 (training), batch 54 (has 64 graphs). Loss so far: 0.4004
Runing epoch 138 (training), batch 55 (has 64 graphs). Loss so far: 0.3934
Runing epoch 138 (training), batch 56 (has 64 graphs). Loss so far: 0.4241
Runing epoch 138 (training), batch 57 (has 64 graphs). Loss so far: 0.4471
Runing epoch 138 (training), batch 58 (has 64 graphs). Loss so far: 0.4442
Runing epoch 138 (training), batch 59 (has 64 graphs). Loss so far: 0.4368
Runing epoch 138 (training), batch 60 (has 64 graphs). Loss so far: 0.4446
Runing epoch 138 (training), batch 61 (has 64 graphs). Loss so far: 0.4378
Runing epoch 138 (training), batch 62 (has 64 graphs). Loss so far: 0.4634
Runing epoch 138 (training), batch 63 (has 64 graphs). Loss so far: 0.4624
Runing epoch 138 (training), batch 64 (has 64 graphs). Loss so far: 0.4554
Runing epoch 138 (training), batch 65 (has 64 graphs). Loss so far: 0.4485
Runing epoch 138 (training), batch 66 (has 64 graphs). Loss so far: 0.4502
Runing epoch 138 (training), batch 67 (has 64 graphs). Loss so far: 0.4445
Runing epoch 138 (training), batch 68 (has 64 graphs). Loss so far: 0.4380
Runing epoch 138 (training), batch 69 (has 64 graphs). Loss so far: 0.4355
Runing epoch 138 (training), batch 70 (has 64 graphs). Loss so far: 0.4338
Runing epoch 138 (training), batch 71 (has 64 graphs). Loss so far: 0.4279
Runing epoch 138 (training), batch 72 (has 64 graphs). Loss so far: 0.4277
Runing epoch 138 (training), batch 73 (has 64 graphs). Loss so far: 0.4218
Runing epoch 138 (training), batch 74 (has 64 graphs). Loss so far: 0.4161
Runing epoch 138 (training), batch 75 (has 64 graphs). Loss so far: 0.4117
Runing epoch 138 (training), batch 76 (has 64 graphs). Loss so far: 0.4082
Runing epoch 138 (training), batch 77 (has 64 graphs). Loss so far: 0.4247
Runing epoch 138 (training), batch 78 (has 64 graphs). Loss so far: 0.4556
Runing epoch 138 (training), batch 79 (has 64 graphs). Loss so far: 0.4606
Runing epoch 138 (training), batch 80 (has 64 graphs). Loss so far: 0.4575
Runing epoch 138 (training), batch 81 (has 64 graphs). Loss so far: 0.4537
Runing epoch 138 (training), batch 82 (has 64 graphs). Loss so far: 0.4531
Runing epoch 138 (training), batch 83 (has 64 graphs). Loss so far: 0.4498
Runing epoch 138 (training), batch 84 (has 64 graphs). Loss so far: 0.4473
Runing epoch 138 (training), batch 85 (has 64 graphs). Loss so far: 0.4499
Runing epoch 138 (training), batch 86 (has 64 graphs). Loss so far: 0.4479
Runing epoch 138 (training), batch 87 (has 64 graphs). Loss so far: 0.4496
Runing epoch 138 (training), batch 88 (has 64 graphs). Loss so far: 0.4446
Runing epoch 138 (training), batch 89 (has 64 graphs). Loss so far: 0.4396
Runing epoch 138 (training), batch 90 (has 64 graphs). Loss so far: 0.4373
Runing epoch 138 (training), batch 91 (has 64 graphs). Loss so far: 0.4342
Runing epoch 138 (training), batch 92 (has 64 graphs). Loss so far: 0.4304
Runing epoch 138 (training), batch 93 (has 64 graphs). Loss so far: 0.4356
Runing epoch 138 (training), batch 94 (has 64 graphs). Loss so far: 0.4356
Runing epoch 138 (training), batch 95 (has 64 graphs). Loss so far: 0.4311
Runing epoch 138 (training), batch 96 (has 64 graphs). Loss so far: 0.4266
Runing epoch 138 (training), batch 97 (has 64 graphs). Loss so far: 0.4302
Runing epoch 138 (training), batch 98 (has 64 graphs). Loss so far: 0.4338
Runing epoch 138 (training), batch 99 (has 64 graphs). Loss so far: 0.4319
Runing epoch 138 (training), batch 100 (has 64 graphs). Loss so far: 0.4445
Runing epoch 138 (training), batch 101 (has 64 graphs). Loss so far: 0.4401
Runing epoch 138 (training), batch 102 (has 64 graphs). Loss so far: 0.4493
Runing epoch 138 (training), batch 103 (has 64 graphs). Loss so far: 0.4450
Runing epoch 138 (training), batch 104 (has 64 graphs). Loss so far: 0.4471
Runing epoch 138 (training), batch 105 (has 64 graphs). Loss so far: 0.4793
Runing epoch 138 (training), batch 106 (has 64 graphs). Loss so far: 0.4856
Runing epoch 138 (training), batch 107 (has 64 graphs). Loss so far: 0.4880
Runing epoch 138 (training), batch 108 (has 64 graphs). Loss so far: 0.4844
Runing epoch 138 (training), batch 109 (has 64 graphs). Loss so far: 0.4819
Runing epoch 138 (training), batch 110 (has 64 graphs). Loss so far: 0.4777
Runing epoch 138 (training), batch 111 (has 64 graphs). Loss so far: 0.4787
Runing epoch 138 (training), batch 112 (has 64 graphs). Loss so far: 0.4848
Runing epoch 138 (training), batch 113 (has 64 graphs). Loss so far: 0.4999
Runing epoch 138 (training), batch 114 (has 64 graphs). Loss so far: 0.5020
Runing epoch 138 (training), batch 115 (has 64 graphs). Loss so far: 0.5047
Runing epoch 138 (training), batch 116 (has 64 graphs). Loss so far: 0.5009
Runing epoch 138 (training), batch 117 (has 64 graphs). Loss so far: 0.4973
Runing epoch 138 (training), batch 118 (has 64 graphs). Loss so far: 0.4951
Runing epoch 138 (training), batch 119 (has 64 graphs). Loss so far: 0.4923
Runing epoch 138 (training), batch 120 (has 64 graphs). Loss so far: 0.4898
